Title_CN,Title_EN,Date,Domestic/International,Audience,Type,AI_Term_Counts,Reporting Duplicate? (Y/N),URL
习近平同英国首相斯塔默通电话,Xi Jinping Speaks with British Prime Minister Starmer by Telephone,2024-08-24,International,Other Heads of State / Foreign Leaders,phone call,人工智能(2),N,https://jhsjk.people.cn/article/40305198
习近平同南非总统拉马福萨会谈,Xi Jinping Holds Talks with South African President Ramaphosa,2024-09-03,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40311599
习近平分别会见出席中非合作论坛北京峰会的部分非洲国家领导人和国际组织负责人,Xi Jinping Meets with Some African Heads of State and International Organization Leaders Attending the FOCAC Beijing Summit,2024-09-06,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4); 人工智能治理(4),N,https://jhsjk.people.cn/article/40314366
习近平会见挪威首相斯特勒,Xi Jinping Meets with Norwegian Prime Minister Støre,2024-09-10,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40316713
习近平会见西班牙首相桑切斯,Xi Jinping Meets with Spanish Prime Minister Sánchez,2024-09-10,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40316714
发挥多重国家发展战略叠加优势 奋力谱写中国式现代化安徽篇章,"Leverage Multiple National Development Strategy Synergies, Strive to Write the Anhui Chapter of Chinese-Style Modernization",2024-10-19,Domestic,Government Officials,visit description,人工智能(2),N,https://jhsjk.people.cn/article/40342644
习近平出席金砖国家领导人第十六次会晤并发表重要讲话,Xi Jinping Attends the 16th BRICS Leaders' Meeting and Delivers Important Speech,2024-10-24,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(8),N,https://jhsjk.people.cn/article/40345956
登高望远，穿云破雾  推动“大金砖合作”高质量发展,"Look High and Far, Break Through Clouds and Fog, Promote High-Quality Development of ""Greater BRICS Cooperation""",2024-10-24,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(4),N,https://jhsjk.people.cn/article/40345962
汇聚“全球南方”磅礴力量  共同推动构建人类命运共同体,"Pool the Powerful Force of the ""Global South"", Jointly Promote the Building of a Community with a Shared Future for Mankind",2024-10-25,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),Y,https://jhsjk.people.cn/article/40346947
习近平出席“金砖+”领导人对话会并发表重要讲话,"Xi Jinping Attends the ""BRICS Plus"" Leaders' Dialogue and Delivers Important Speech",2024-10-25,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(4),Y,https://jhsjk.people.cn/article/40346925
习近平同芬兰总统斯图布会谈,Xi Jinping Holds Talks with Finnish President Stubb,2024-10-30,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4); 人工智能治理(2),N,https://jhsjk.people.cn/article/40350042
习近平会见马来西亚总理安瓦尔,Xi Jinping Meets with Malaysian Prime Minister Anwar,2024-11-08,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40356719
把握时代大势  共促世界繁荣,"Grasp the Trends of the Times, Jointly Promote World Prosperity",2024-11-15,International,Business/Industry,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40362867
习近平同秘鲁总统博鲁阿尔特举行会谈,Xi Jinping Holds Talks with Peruvian President Boluarte,2024-11-16,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40362461
习近平会见泰国总理佩通坦,Xi Jinping Meets with Thai Prime Minister Paetongtarn,2024-11-17,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40362862
习近平会见新加坡总理黄循财,Xi Jinping Meets with Singaporean Prime Minister Lawrence Wong,2024-11-17,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40362863
习近平同美国总统拜登在利马举行会晤,Xi Jinping Holds Meeting with US President Biden in Lima,2024-11-18,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(12); 人工智能治理(2),N,https://jhsjk.people.cn/article/40363492
共担时代责任  共促亚太发展,"Share the Responsibilities of the Times, Promote Asia-Pacific Development Together",2024-11-18,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40363497
习近平出席亚太经合组织第三十一次领导人非正式会议并发表重要讲话,Xi Jinping Attends the 31st APEC Economic Leaders' Informal Meeting and Delivers Important Speech,2024-11-18,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40363490
习近平会见英国首相斯塔默,Xi Jinping Meets with British Prime Minister Starmer,2024-11-19,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40364393
携手构建公正合理的全球治理体系,Work Together to Build a Just and Reasonable Global Governance System,2024-11-20,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(14),N,https://jhsjk.people.cn/article/40365369
习近平继续出席二十国集团领导人第十九次峰会,Xi Jinping Continues to Attend the 19th G20 Leaders' Summit,2024-11-20,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(6),Y,https://jhsjk.people.cn/article/40365335
习近平会见法国总统马克龙,Xi Jinping Meets with French President Macron,2024-11-21,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40366216
习近平同巴西总统卢拉举行会谈,Xi Jinping Holds Talks with Brazilian President Lula,2024-11-22,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4); 人工智能治理(2),N,https://jhsjk.people.cn/article/40367157
习近平同巴西总统卢拉共见记者,Xi Jinping and Brazilian President Lula Meet the Press Together,2024-11-22,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40367159
习近平会见主要国际经济组织负责人,Xi Jinping Meets with Heads of Major International Economic Organizations,2024-12-11,International,Government Officials,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40379746
庆祝澳门回归祖国25周年文艺晚会在澳门举行,Gala Celebrating the 25th Anniversary of Macao's Return to the Motherland Held in Macao,2024-12-20,Domestic,Party/CCP Officials,other,AI(2),N,https://jhsjk.people.cn/article/40385961
国家主席习近平发表二〇二五年新年贺词,President Xi Jinping Delivers 2025 New Year Address,2025-01-01,Domestic,Public/Citizens,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40393508
习近平同吉尔吉斯斯坦总统扎帕罗夫会谈,Xi Jinping Holds Talks with Kyrgyz President Japarov,2025-02-06,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40413183
习近平同文莱苏丹哈桑纳尔会谈,Xi Jinping Holds Talks with Sultan of Brunei Hassanal Bolkiah,2025-02-07,Domestic,Business/Industry,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40413868
经济工作必须统筹好几对重要关系,Economic Work Must Coordinate Several Important Relationships Well,2025-02-28,Domestic,Party/CCP Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40428406
坚定不移贯彻总体国家安全观  把平安中国建设推向更高水平,"Unswervingly Implement the Overall National Security Outlook, Promote the Construction of Peaceful China to a Higher Level",2025-03-02,Domestic,Party/CCP Officials,speech transcript,人工智能(4),N,https://jhsjk.people.cn/article/40428850
习近平同越共中央总书记苏林举行会谈,Xi Jinping Holds Talks with Vietnamese Communist Party General Secretary To Lam,2025-04-15,Domestic,Other Heads of State / Foreign Leaders,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40459926
习近平会见越南总理范明政,Xi Jinping Meets with Vietnamese Prime Minister Pham Minh Chinh,2025-04-15,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40459929
加快建设文化强国,Accelerate the Construction of a Culturally Strong Country,2025-04-15,Domestic,Party/CCP Officials,speech transcript,人工智能(2); 生成式人工智能(2),N,https://jhsjk.people.cn/article/40460460
习近平会见越南国家主席梁强,Xi Jinping Meets with Vietnamese President Luong Cuong,2025-04-16,Domestic,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40460870
习近平会见马来西亚最高元首易卜拉欣,Xi Jinping Meets with Yang di-Pertuan Agong of Malaysia Ibrahim,2025-04-17,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40461953
习近平同马来西亚总理安瓦尔举行会谈,Xi Jinping Holds Talks with Malaysian Prime Minister Anwar,2025-04-17,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(6),N,https://jhsjk.people.cn/article/40461954
习近平同柬埔寨首相洪玛奈举行会谈,Xi Jinping Holds Talks with Cambodian Prime Minister Hun Manet,2025-04-18,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40462782
坚持自立自强 突出应用导向 推动人工智能健康有序发展,"Adhere to Self-Reliance and Self-Strengthening, Highlight Application Orientation, Promote the Healthy and Orderly Development of Artificial Intelligence",2025-04-27,Domestic,Party/CCP Officials,speech transcript,人工智能(67),N,https://jhsjk.people.cn/article/40468944
加快建成具有全球影响力的科技创新高地,Accelerate the Construction of a Scientific and Technological Innovation Highland with Global Influence,2025-04-30,Domestic,Academia/Scientists,visit description,人工智能(32),N,https://jhsjk.people.cn/article/40471204
习近平将出席中国—拉美和加勒比国家共同体论坛第四届部长级会议开幕式并发表重要讲话,Xi Jinping Will Attend the Opening Ceremony of the Fourth Ministerial Meeting of the China-CELAC Forum and Deliver Important Speech,2025-05-12,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40477710
谱写构建中拉命运共同体新篇章,Write a New Chapter in Building the China-Latin America and Caribbean Community with a Shared Future,2025-05-13,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40479297
习近平同巴西总统卢拉会谈,Xi Jinping Holds Talks with Brazilian President Lula,2025-05-14,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40479283
习近平会见哥伦比亚总统佩特罗,Xi Jinping Meets with Colombian President Petro,2025-05-15,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40480106
习近平会见智利总统博里奇,Xi Jinping Meets with Chilean President Boric,2025-05-15,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40480107
习近平同德国总理默茨通电话,Xi Jinping Speaks with German Chancellor Merz by Telephone,2025-05-24,International,Other Heads of State / Foreign Leaders,phone call,人工智能(2),N,https://jhsjk.people.cn/article/40486725
习近平同刚果（布）总统萨苏分别向中非合作论坛成果落实协调人部长级会议致贺信,Xi Jinping and Republic of the Congo President Sassou Send Congratulatory Letters to the FOCAC Follow-up Action Coordination Ministerial Meeting,2025-06-12,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40498910
弘扬“中国—中亚精神”  推动地区合作高质量发展,"Carry Forward the ""China-Central Asia Spirit"", Promote High-Quality Development of Regional Cooperation",2025-06-17,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(4),N,https://jhsjk.people.cn/article/40503131
习近平会见吉尔吉斯斯坦总统扎帕罗夫,Xi Jinping Meets with Kyrgyz President Japarov,2025-06-18,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40503121
习近平会见乌兹别克斯坦总统米尔济约耶夫,Xi Jinping Meets with Uzbek President Mirziyoyev,2025-06-18,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40503124
“和睦与团结就是幸福与财富”,"""Harmony and Unity are Happiness and Wealth""",2025-06-20,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(6),N,https://jhsjk.people.cn/article/40504986
习近平会见欧洲理事会主席科斯塔、欧盟委员会主席冯德莱恩,Xi Jinping Meets with European Council President Costa and European Commission President von der Leyen,2025-07-25,International,Business/Industry,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40529302
习近平会见尼泊尔总理奥利,Xi Jinping Meets with Nepalese Prime Minister Oli,2025-08-31,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40553410
习近平会见阿塞拜疆总统阿利耶夫,Xi Jinping Meets with Azerbaijani President Aliyev,2025-09-01,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40553982
习近平主持上海合作组织成员国元首理事会第二十五次会议并发表重要讲话,Xi Jinping Presides Over the 25th Meeting of the Council of Heads of State of the Shanghai Cooperation Organization and Delivers Important Speech,2025-09-02,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40555201
牢记初心使命  开创美好未来,"Remember the Original Mission, Create a Better Future",2025-09-02,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40555207
凝聚上合力量  完善全球治理,"Pool SCO Strength, Improve Global Governance",2025-09-02,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(4),N,https://jhsjk.people.cn/article/40555208
习近平会见印度尼西亚总统普拉博沃,Xi Jinping Meets with Indonesian President Prabowo,2025-09-04,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40556643
习近平会见古巴共产党中央委员会第一书记、古巴国家主席迪亚斯—卡内尔,Xi Jinping Meets with First Secretary of the Central Committee of the Communist Party of Cuba and President of Cuba Díaz-Canel,2025-09-05,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40557406
习近平会见刚果（布）总统萨苏,Xi Jinping Meets with Republic of the Congo President Sassou,2025-09-05,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40557408
习近平会见塞尔维亚总统武契奇,Xi Jinping Meets with Serbian President Vučić,2025-09-05,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40557409
习近平向2025世界智能产业博览会致贺信,Xi Jinping's Congratulatory Letter to the 2025 World Intelligent Industry Expo,2025-09-06,International,Government Officials,letter,人工智能(12),N,https://jhsjk.people.cn/article/40558170
习近平同美国总统特朗普在釜山举行会晤,Xi Jinping Holds Meeting with US President Trump in Busan,2025-10-31,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40593714
发挥亚太引领作用  共促世界发展繁荣,"Play the Leading Role of the Asia-Pacific, Jointly Promote World Development and Prosperity",2025-11-01,International,Business/Industry,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40594524
共同开创可持续的美好明天,Create a Sustainable and Better Tomorrow Together,2025-11-01,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(14),N,https://jhsjk.people.cn/article/40594813
习近平继续出席亚太经合组织第三十二次领导人非正式会议,Xi Jinping Continues to Attend the 32nd APEC Economic Leaders' Informal Meeting,2025-11-02,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(12),N,https://jhsjk.people.cn/article/40594808
习近平宣布中方将在深圳举办亚太经合组织第三十三次领导人非正式会议,Xi Jinping Announces China Will Host the 33rd APEC Economic Leaders' Informal Meeting in Shenzhen,2025-11-02,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40594810
习近平同韩国总统李在明会谈,Xi Jinping Holds Talks with South Korean President Lee Jae-myung,2025-11-02,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40594811
习近平会见俄罗斯总理米舒斯京,Xi Jinping Meets with Russian Prime Minister Mishustin,2025-11-05,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40596883
习近平会见西班牙国王费利佩六世,Xi Jinping Meets with King Felipe VI of Spain,2025-11-13,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40602702
习近平会见泰国国王哇集拉隆功,Xi Jinping Meets with King Maha Vajiralongkorn of Thailand,2025-11-15,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40604306
健全网络生态治理长效机制  持续营造风清气正的网络空间,"Improve Long-Term Mechanisms for Cyberspace Governance, Continue to Create a Clean and Upright Cyberspace",2025-11-30,Domestic,Party/CCP Officials,speech transcript,人工智能(4),N,https://jhsjk.people.cn/article/40614235
习近平出席中法企业家委员会第七次会议闭幕式并致辞,Xi Jinping Attends the Closing Ceremony of the Seventh Meeting of the China-France Business Council and Delivers Address,2025-12-05,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40617836
国家主席习近平发表二〇二六年新年贺词,President Xi Jinping Delivers 2026 New Year Address,2026-01-01,Domestic,Business/Industry,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40637192
习近平同韩国总统李在明举行会谈,Xi Jinping Holds Talks with South Korean President Lee Jae-myung,2026-01-06,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40639584
习近平会见爱尔兰总理马丁,Xi Jinping Meets with Irish Prime Minister Martin,2026-01-06,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40639585
习近平主持召开中央全面深化改革委员会第七次会议,Xi Jinping Presides Over the Seventh Meeting of the Central Commission for Comprehensively Deepening Reform,,Domestic,Academia/Scientists,meeting description,人工智能(6),Y,https://jhsjk.people.cn/article/30984258
习近平主持召开中央全面深化改革委员会第十二次会议强调 完善重大疫情防控体制机制 健全国家公共卫生应急管理体系 李克强王沪宁韩正出席,"Xi Jinping Presides Over the 12th Meeting of the Central Commission for Comprehensively Deepening Reform, Emphasizing: Improve the System and Mechanism for Major Epidemic Prevention and Control, Improve the National Public Health Emergency Management System; Li Keqiang, Wang Huning, and Han Zheng Attend",,Domestic,Academia/Scientists,meeting description,人工智能(2),Y,https://jhsjk.people.cn/article/31587899
中共中央政治局常务委员会召开会议 习近平主持,"CPC Central Committee Political Bureau Standing Committee Holds Meeting, Xi Jinping Presides",,Domestic,Party/CCP Officials,meeting description,人工智能(2),Y,https://jhsjk.people.cn/article/31693459
习近平主持召开中央全面深化改革委员会第十七次会议,Xi Jinping Presides Over the 17th Meeting of the Central Commission for Comprehensively Deepening Reform,,Domestic,Party/CCP Officials,meeting description,算法(2),Y,https://jhsjk.people.cn/article/31984650
习近平致信祝贺2018世界人工智能大会开幕,Xi Jinping Sends Congratulatory Letter on the Opening of the 2018 World Artificial Intelligence Conference,,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(35),Y,https://jhsjk.people.cn/article/30298429
习近平致信祝贺甲骨文发现和研究120周年：坚定文化自信 促进文明交流互鉴,"Xi Jinping Sends Congratulatory Letter on the 120th Anniversary of the Discovery and Research of Oracle Bone Inscriptions: Strengthen Cultural Confidence, Promote Exchanges and Mutual Learning Among Civilizations",,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/31434155
习近平主持召开扎实推进长三角一体化发展座谈会并发表重要讲话,Xi Jinping Presides Over Symposium on Solidly Promoting Yangtze River Delta Integration Development and Delivers Important Speech,,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/31832893
习近平在北京考察新冠肺炎防控科研攻关工作时强调 协同推进新冠肺炎防控科研攻关 为打赢疫情防控阻击战提供科技支撑,"Xi Jinping Emphasizes During Inspection of COVID-19 Prevention and Control Scientific Research in Beijing: Coordinate and Promote COVID-19 Prevention and Control Scientific Research, Provide Scientific and Technological Support for Winning the Battle Against the Epidemic",,Domestic,Academia/Scientists,visit description,人工智能(2),Y,https://jhsjk.people.cn/article/31613380
习近平在陕西考察时强调 扎实做好“六稳”工作落实“六保”任务 奋力谱写陕西新时代追赶超越新篇章,"Xi Jinping Emphasizes During Inspection in Shaanxi: Do Solid Work on ""Six Stabilities"" and Implement ""Six Guarantees"" Tasks, Strive to Write a New Chapter of Catching Up and Surpassing in Shaanxi in the New Era",,Domestic,Party/CCP Officials,visit description,人工智能(2),Y,https://jhsjk.people.cn/article/31685652
